"","Date","Hertfordshire","Central Bedfordshire","Birmingham","Solihull","Worcestershire","Sandwell","Walsall","Warwickshire","Dudley","Staffordshire CC","Bath and North East Somerset, North Somerset and South Gloucestershire","Somerset","Wiltshire","Dorset CC","Blackburn with Darwen","East Lancashire","Mid Lancashire","North Yorkshire CC","Chorley and West Lancashire","Bradford","Leeds","Calderdale and Kirklees","Bournemouth and Poole","Central Hampshire","Greater Manchester North East","Greater Manchester North West","Brighton and Hove","East Sussex CC","West Sussex (South West)","West Sussex (North East)","Bromley","Lewisham and Southwark","West Kent","Bexley and Greenwich","Kent Thames Gateway","Bristol, City of","East Cumbria","West Cumbria","Northumberland","Cambridgeshire CC","West Essex","North and West Norfolk","Suffolk","Essex Haven Gateway","Cardiff and Vale of Glamorgan","Gwent Valleys","Central Valleys","Monmouthshire and Newport","Bridgend and Neath Port Talbot","Powys","Cheshire West and Chester","Flintshire and Wrexham","Wirral","Conwy and Denbighshire","Heart of Essex","Essex Thames Gateway","Thurrock","Barking & Dagenham and Havering","Croydon","Merton, Kingston upon Thames and Sutton","East Surrey","East Kent","Mid Kent","Coventry","Leicestershire CC and Rutland","West Northamptonshire","Cheshire East","Shropshire CC","Derby","South and West Derbyshire","East Derbyshire","North Nottinghamshire","South Nottinghamshire","Durham CC","Tyneside","Sunderland","Darlington","Hartlepool and Stockton-on-Tees","Barnsley, Doncaster and Rotherham","North and North East Lincolnshire","East Riding of Yorkshire","Lincolnshire","Devon CC","Wolverhampton","Hackney and Newham","Camden and City of London","Redbridge and Waltham Forest","Haringey and Islington","Enfield","Barnet","Cornwall and Isles of Scilly","Blackpool","Lancaster and Wyre","Gloucestershire","Herefordshire, County of","Oxfordshire","West Surrey","North Hampshire","Berkshire","Brent","Ealing","Harrow and Hillingdon","Buckinghamshire CC","Kingston upon Hull, City of","Breckland and South Norfolk","Hounslow and Richmond upon Thames","Liverpool","East Merseyside","Sefton","Leicester","North Northamptonshire","Gwynedd","Isle of Anglesey","Wakefield","Luton","Manchester","Greater Manchester South East","Greater Manchester South West","Medway","Milton Keynes","Bedford","Nottingham","Norwich and East Norfolk","Westminster","Kensington & Chelsea and Hammersmith & Fulham","Peterborough","Plymouth","Portsmouth","South Hampshire","Isle of Wight","Sheffield","Swansea","South West Wales","Lambeth","Swindon","Southampton","Southend-on-Sea","Stoke-on-Trent","Wandsworth","Telford and Wrekin","Torbay","South Teesside","Warrington","York"
"245","2015-06-01",4.2758,3.7181,2.9183,3.2022,3.1011,2.6108,2.6132,3.3134,2.7222,2.9854,3.7905,3.3659,3.4667,3.5819,2.594,2.4769,2.6572,3.1284,2.8668,2.4663,2.9101,2.6718,3.7009,3.7345,2.7145,2.6807,5.2999,3.6899,4.0419,3.9275,4.737,5.935,4.0049,4.5656,3.7964,4.4084,3.043,3.0508,2.9119,3.828,3.9382,3.474,3.6009,3.5565,3.1735,2.69,2.6538,2.8561,2.5965,0.9313,3.0695,2.9725,2.7725,2.8416,4.0614,3.933,4.3549,4.285,4.5336,4.897,4.131,3.767,3.5759,3.1915,3.188,3.4757,2.9497,3.1408,3.1496,3.058,2.8584,2.757,3.0575,2.4589,2.8086,2.4267,2.7079,2.3871,2.6778,2.6679,2.7525,3.0958,3.569,2.709,5.8096,6.3563,5.1983,6.2724,4.7713,4.9093,3.8023,2.3241,2.7777,3.4759,3.0457,4.0551,4.063,3.7475,3.9381,6.1067,5.453,4.6326,3.8915,2.4497,3.5163,5.0634,2.7702,2.5443,2.701,3.3019,3.3322,3.7483,1.2632,2.655,4.0842,2.9558,2.9523,3.0604,3.6537,3.8563,3.7167,2.6267,3.6565,5.8079,6.0622,3.1205,3.2658,3.5443,3.6103,3.6417,3.1077,2.7702,3.0485,6.8978,3.1289,3.3941,4.1712,2.5898,6.1751,2.8861,3.1804,2.2863,3.0365,3.6582
"246","2015-07-01",4.3348,3.7921,2.9469,3.1676,3.1053,2.7021,2.6941,3.3423,2.7651,3.015,3.8398,3.3606,3.5008,3.6443,2.4812,2.3237,2.6598,3.1462,2.9244,2.4605,2.9534,2.6546,3.7712,3.738,2.7233,2.6698,5.3693,3.7367,4.1029,3.9662,4.7521,6.0083,4.0366,4.6838,3.8546,4.494,3.0237,3.1577,2.8538,3.8496,4.0397,3.5478,3.6632,3.5983,3.1434,2.7397,2.6807,2.9058,2.5973,1.0146,3.092,2.9388,2.7815,2.8614,4.1222,3.9765,4.5273,4.3875,4.743,5.0295,4.1394,3.8356,3.6186,3.2661,3.1995,3.4909,2.9935,3.1821,3.1514,3.115,2.9037,2.8101,3.0827,2.477,2.8407,2.4935,2.7056,2.3467,2.6919,2.63,2.8161,3.099,3.5986,2.7327,6.1346,6.5508,5.2772,6.3594,4.7946,4.8302,3.8769,2.3509,2.7575,3.4901,3.0946,4.1428,4.1516,3.7839,3.9759,6.1746,5.6491,4.6625,3.8939,2.4165,3.5285,5.2255,2.7499,2.4674,2.6599,3.2579,3.3487,3.8827,1.278,2.6274,4.0777,3.0006,2.9827,3.1372,3.7388,3.9299,3.7457,2.6625,3.6741,5.6994,5.9086,3.1039,3.2728,3.5877,3.6139,3.6339,3.1305,2.7345,3.0387,6.8186,3.1009,3.3907,4.2004,2.628,6.1535,2.8042,3.1962,2.3292,2.9482,3.7632
"247","2015-08-01",4.3947,3.8399,2.9468,3.2875,3.1614,2.6015,2.683,3.3557,2.8487,3.0471,3.8828,3.369,3.5447,3.6547,2.5887,2.3412,2.7273,3.1724,2.8184,2.5096,2.9501,2.6754,3.7936,3.7698,2.6966,2.7218,5.448,3.8005,4.0739,4.0369,4.8633,6.1253,4.0784,4.7208,3.9324,4.5688,3.0413,3.1296,2.9496,3.8802,4.0545,3.6033,3.6664,3.6405,3.1785,2.7468,2.6615,2.9333,2.6276,0.9662,3.0832,3.0214,2.8348,2.8528,4.1067,4.0461,4.5144,4.39,4.6953,5.1029,4.2062,3.8776,3.6731,3.2724,3.21,3.5219,2.973,3.2256,3.1159,3.1112,2.9378,2.8159,3.0442,2.4219,2.8428,2.5428,2.8077,2.3892,2.7132,2.649,2.8381,3.1332,3.6466,2.7504,6.2917,6.2871,5.4096,6.5252,4.928,5.0257,3.8358,2.3827,2.7284,3.4807,3.0884,4.1409,4.1715,3.811,4.0317,6.1764,5.5619,4.7089,3.9269,2.4392,3.5539,5.1858,2.8312,2.4999,2.7548,3.3026,3.3751,3.9527,1.2443,2.6904,4.1906,2.9972,2.9798,3.148,3.7503,3.9334,3.7727,2.634,3.708,5.7707,5.9909,3.1459,3.3081,3.5669,3.6508,3.6562,3.1421,2.6441,2.9976,6.7752,3.178,3.5073,4.2631,2.5956,6.2386,2.8389,3.1935,2.2484,3.0519,3.7866
"248","2015-09-01",4.4087,3.8168,2.9874,3.1763,3.1654,2.6447,2.6905,3.3863,2.8194,3.0596,3.902,3.3936,3.5825,3.6945,2.5468,2.3635,2.6896,3.1953,2.9122,2.5268,2.9096,2.6929,3.8172,3.8491,2.6977,2.6788,5.4058,3.8299,4.1169,4.0478,4.9603,6.1151,4.1349,4.766,3.9606,4.5452,3.0149,3.1562,2.8783,3.905,4.07,3.5507,3.661,3.6273,3.1734,2.7318,2.7638,2.9149,2.6266,1.0453,3.1587,2.9686,2.8367,2.8686,4.1609,4.0953,4.5508,4.5362,4.7082,5.1853,4.2448,3.8798,3.6993,3.3575,3.1832,3.4983,2.9757,3.1631,3.1939,3.0989,2.9234,2.8398,3.0732,2.4508,2.8366,2.4014,2.7977,2.3307,2.7362,2.6758,2.8887,3.1271,3.6386,2.6847,6.2601,6.1789,5.3608,6.5321,4.9206,5.0024,3.8938,2.4191,2.7915,3.4837,3.0689,4.1392,4.1689,3.8497,4.0412,6.2419,5.7447,4.7495,3.9792,2.4848,3.5776,5.2461,2.8659,2.6334,2.7237,3.3572,3.4004,4.0853,1.3949,2.6621,4.2781,3.0428,2.9428,3.2005,3.7119,4.0639,3.7591,2.7373,3.6986,5.8984,5.8907,3.1356,3.3045,3.6213,3.6829,3.676,3.144,2.8298,3.0211,6.8566,3.1983,3.4385,4.3405,2.676,6.2963,2.9043,3.2916,2.3331,3.0377,3.7799
"249","2015-10-01",4.4541,3.8595,2.9957,3.2356,3.1445,2.6618,2.6884,3.3907,2.8092,3.04,3.9319,3.3783,3.6066,3.7001,2.601,2.3532,2.6708,3.1571,2.8379,2.5275,2.9574,2.7011,3.8503,3.8239,2.7167,2.706,5.4868,3.8378,4.1378,4.1132,4.9872,6.167,4.0984,4.8162,4.0065,4.6786,3.0596,3.1701,2.8817,3.9366,4.1434,3.5465,3.7163,3.6991,3.2159,2.7182,2.7346,2.9404,2.676,0.9859,3.1133,3.0653,2.871,2.8618,4.2405,4.1152,4.4906,4.5658,4.7836,5.2272,4.2088,3.9267,3.7055,3.3107,3.2428,3.5453,2.9792,3.1701,3.1304,3.1223,2.9738,2.839,3.142,2.4553,2.8558,2.4363,2.6931,2.3192,2.6806,2.6364,2.8449,3.1514,3.647,2.7243,6.2169,6.2466,5.3501,6.4674,5.027,5.0725,3.8672,2.3883,2.7303,3.509,3.1364,4.1616,4.2493,3.9023,4.1145,6.3604,5.6997,4.8392,4.0418,2.4714,3.5591,5.3863,2.8067,2.5084,2.719,3.322,3.4407,3.992,1.3328,2.696,4.4253,3.0699,3.046,3.1666,3.8249,4.0292,3.8302,2.7019,3.7315,5.9793,6.0016,3.129,3.32,3.5444,3.6874,3.6558,3.158,2.7597,3.0372,6.8533,3.19,3.4704,4.2599,2.6957,6.3019,2.9104,3.2679,2.38,3.0304,3.7873
"250","2015-11-01",4.5092,3.9397,3.0684,3.2931,3.1601,2.7096,2.6793,3.3919,2.8163,3.0437,3.9515,3.4037,3.6436,3.6976,2.5933,2.3689,2.7069,3.1494,2.8348,2.5547,2.9549,2.6797,3.8215,3.7994,2.7246,2.6753,5.474,3.92,4.1784,4.0625,4.9421,6.2699,4.1455,4.848,3.9782,4.6856,3.0254,3.1047,2.8308,3.8982,4.159,3.5478,3.766,3.7154,3.2096,2.8126,2.6873,2.9765,2.6602,0.9529,3.1502,3.0178,2.8994,2.9479,4.2789,4.19,4.4354,4.6724,4.8746,5.2642,4.2904,3.8858,3.7494,3.2495,3.2418,3.5721,2.9402,3.1771,3.1691,3.1163,2.9225,2.7792,3.1346,2.4186,2.874,2.4851,2.7868,2.3852,2.7042,2.6679,2.8535,3.1405,3.61,2.7911,6.3031,6.4131,5.542,6.6383,5.0352,5.1295,3.8755,2.4559,2.7928,3.5379,3.0944,4.1518,4.284,3.9293,4.1195,6.4253,5.7247,4.9237,4.0224,2.4249,3.5872,5.231,2.8234,2.5194,2.8279,3.3467,3.5136,4.172,1.3965,2.6615,4.4382,3.1204,3.0315,3.2049,3.8802,4.0818,3.8847,2.7389,3.7759,5.9678,5.9711,3.2025,3.2654,3.5636,3.7084,3.666,3.2186,2.7523,3.0304,7.0376,3.2702,3.5387,4.3464,2.6586,6.3344,2.8267,3.2442,2.3545,3.0707,3.7332
"251","2015-12-01",4.5253,3.9419,2.9998,3.2981,3.1748,2.6946,2.7805,3.4217,2.8534,3.0969,3.9553,3.4189,3.6136,3.7183,2.6051,2.3419,2.6672,3.1806,2.8441,2.5458,2.9962,2.657,3.8452,3.8725,2.7017,2.7472,5.5894,3.9081,4.2096,4.1338,4.9763,6.2873,4.1913,4.9056,4.0329,4.7546,3.0625,3.232,2.9165,4.0063,4.1896,3.6294,3.7387,3.7571,3.1773,2.7756,2.778,2.9797,2.6535,0.9664,3.105,2.9165,2.9124,2.8674,4.2181,4.226,4.523,4.7465,4.9182,5.2892,4.2918,3.9751,3.7367,3.3326,3.2656,3.5466,2.9957,3.1269,3.271,3.1255,2.9716,2.8251,3.1333,2.441,2.8659,2.5198,2.7472,2.3522,2.7404,2.6692,2.8486,3.154,3.605,2.7555,6.4065,6.51,5.5145,6.6471,5.132,5.068,3.8426,2.4408,2.7937,3.5321,3.0991,4.2108,4.2611,4.0037,4.234,6.5532,5.851,4.8942,4.0935,2.3865,3.5945,5.2926,2.7688,2.5425,2.6889,3.2805,3.4483,3.9389,1.3621,2.7149,4.4561,3.1451,3.0344,3.1563,3.9281,4.1488,3.9039,2.7602,3.7727,5.9643,6.2751,3.1621,3.328,3.6629,3.7599,3.6232,3.1646,2.7838,3.0889,6.9908,3.2204,3.5262,4.4225,2.672,6.3812,2.8494,3.2112,2.2953,2.963,3.8235
"252","2016-01-01",4.536,4.0623,3.0718,3.309,3.1737,2.705,2.626,3.4053,2.801,3.0503,4.0089,3.4174,3.6628,3.6965,2.6713,2.365,2.6965,3.1688,2.9451,2.4871,2.9656,2.6451,3.8936,3.8912,2.7306,2.6982,5.5488,3.9463,4.2816,4.2093,5.0647,6.317,4.219,4.966,4.0114,4.8373,3.082,3.136,2.8433,3.983,4.2507,3.6461,3.7561,3.7345,3.2432,2.7319,2.6631,2.9186,2.7775,1.0262,3.1001,3.0216,2.8974,2.9101,4.2742,4.3101,4.5393,4.6554,4.9684,5.3247,4.3449,3.9811,3.7574,3.3354,3.2093,3.658,3.0059,3.2449,3.1546,3.158,2.9713,2.8492,3.1076,2.4292,2.8195,2.5291,2.7303,2.3382,2.7562,2.6696,2.8146,3.1895,3.6576,2.7687,6.5901,6.433,5.6074,6.6779,5.1824,5.3204,3.8662,2.3646,2.7627,3.5147,3.1351,4.228,4.3312,3.9535,4.2075,6.5843,5.7396,5.0465,4.0542,2.4628,3.5926,5.4528,2.7986,2.516,2.7575,3.4233,3.4919,3.9796,1.3391,2.6722,4.4998,3.1026,3.0389,3.1698,4.0004,4.1213,3.9922,2.7361,3.767,6.0149,6.0037,3.2232,3.2927,3.679,3.7496,3.624,3.1417,2.8558,3.0452,7.1614,3.361,3.527,4.5444,2.6209,6.4563,2.8207,3.2272,2.3082,3.0969,3.8211
"253","2016-02-01",4.6379,3.992,3.0349,3.2692,3.2332,2.6775,2.6613,3.388,2.8086,3.0395,4.011,3.4654,3.6356,3.7268,2.6186,2.4646,2.7311,3.2082,2.8463,2.5472,2.9817,2.674,3.9453,3.9263,2.71,2.7065,5.6648,3.9158,4.2161,4.2218,5.0279,6.4765,4.1839,4.9668,4.1755,4.8388,3.0346,3.2438,2.888,3.9722,4.3426,3.5787,3.7781,3.7319,3.2548,2.737,2.7455,2.898,2.7247,1.0091,3.1655,2.9985,2.8827,2.9038,4.3394,4.3188,4.5909,4.8829,5.1548,5.3584,4.414,4.0222,3.7988,3.3357,3.2657,3.6723,3.0135,3.2082,3.179,3.1332,2.9293,2.8304,3.1793,2.4023,2.8621,2.4102,2.778,2.3746,2.7701,2.6172,2.8721,3.1902,3.6406,2.7638,6.705,6.7905,5.8599,6.6052,5.1805,5.2119,3.9015,2.438,2.6609,3.5881,3.1356,4.265,4.3288,4.0138,4.2623,6.4307,5.9727,5.1374,4.163,2.4886,3.6986,5.4182,2.7356,2.4797,2.7801,3.449,3.5245,1.0734,1.3806,2.7227,4.579,3.1043,3.0185,3.1557,4.0286,4.1827,4.0159,2.8373,3.8302,5.8739,6.2142,3.1884,3.2669,3.6773,3.7871,3.7038,3.2018,2.8046,3.0588,7.1332,3.3071,3.4859,4.4635,2.6263,6.4506,2.9054,3.2348,2.3702,3.1086,3.7936
"254","2016-03-01",4.6606,4.069,3.0146,3.2652,3.173,2.7432,2.7078,3.4338,2.8253,3.0769,4.0406,3.4321,3.6604,3.7422,2.6503,2.477,2.6662,3.1714,2.9823,2.4903,2.9799,2.6469,3.8666,3.9301,2.7709,2.7091,5.6162,3.9987,4.2423,4.2663,5.1831,6.4609,4.2879,5.071,4.2036,4.892,3.1068,3.1969,2.9191,4.054,4.3994,3.6923,3.8015,3.8043,3.2232,2.8779,2.7948,3.0131,2.624,1.0328,3.1313,3.0165,2.8658,2.8691,4.3669,4.3389,4.6785,4.9106,5.1254,5.4496,4.4012,4.0738,3.8116,3.3903,3.2487,3.6017,2.9995,3.1796,3.2408,3.184,3.0115,2.8319,3.1354,2.4545,2.8164,2.4917,2.8665,2.3415,2.7128,2.7009,2.8839,3.183,3.6815,2.8005,6.6612,6.4929,5.6909,6.8103,5.2369,5.1782,3.9145,2.4507,2.7851,3.5622,3.1505,4.2998,4.3254,3.9597,4.2842,6.5163,5.8124,5.0356,4.1982,2.5433,3.6157,5.4223,2.7738,2.4901,2.7533,3.3275,3.5564,1.0252,1.4822,2.7409,4.4008,3.099,3.0055,3.252,4.0159,4.2131,4.1138,2.7467,3.8581,5.8102,6.093,3.2689,3.2866,3.7625,3.7636,3.726,3.1729,2.7069,3.0497,7.1459,3.29,3.5103,4.5268,2.6629,6.57,2.8451,3.3547,2.2814,3.1034,3.8662
"255","2016-04-01",4.7318,4.0475,3.0627,3.3079,3.2618,2.7487,2.7581,3.4904,2.9277,3.1306,4.1569,3.4535,3.7067,3.7467,2.644,2.362,2.7168,3.1959,2.9335,2.5375,3.0708,2.7211,3.9143,3.9707,2.8289,2.7525,5.8416,4.093,4.2618,4.3345,5.2566,6.624,4.3346,5.1148,4.2593,5.0342,2.9861,3.1705,2.9096,4.0469,4.3634,3.6469,3.8993,3.8571,3.2997,2.7758,2.806,3.0135,2.7294,1.0061,3.1932,3.0149,2.9445,2.9636,4.4684,4.4247,4.5001,4.9028,5.1154,5.4937,4.4751,4.1204,3.8817,3.4878,3.3369,3.7055,3.0804,3.2394,3.3337,3.1684,3.0427,2.8639,3.1806,2.4615,2.8997,2.473,2.8516,2.3363,2.7593,2.7059,2.9365,3.2687,3.6611,2.8552,6.9188,6.6389,5.8232,6.8247,5.3617,5.3159,3.9021,2.4696,2.7301,3.6128,3.1589,4.3468,4.3994,4.1421,4.3737,6.5267,5.7517,5.0719,4.2484,2.5073,3.6527,5.4451,2.8058,2.5193,2.8496,3.5072,3.6048,1.0709,1.5496,2.711,4.6102,3.2107,3.1198,3.2945,4.0807,4.2491,4.1159,2.8197,3.9555,6.0442,6.2461,3.3034,3.3911,3.739,3.8167,3.9094,3.2122,2.8113,3.0826,7.2415,3.4806,3.5777,4.6549,2.7384,6.6659,2.9121,3.4168,2.3248,3.1565,3.8942
"256","2016-05-01",4.8366,4.2806,3.1343,3.3326,3.2487,2.8442,2.834,3.4752,2.9445,3.1625,4.1626,3.5175,3.7657,3.7755,2.5924,2.411,2.7432,3.2106,2.9193,2.5313,3.0942,2.7355,3.9959,4.0114,2.7656,2.819,5.7322,4.0669,4.3557,4.2735,5.249,6.6468,4.3602,5.2684,4.3116,4.9909,3.0928,3.2906,2.8784,4.1264,4.3915,3.7028,3.9152,3.9328,3.248,2.8461,2.7737,3.0096,2.7418,1.0491,3.2917,3.0873,2.9245,2.9372,4.5609,4.4607,4.6962,5.0045,5.2509,5.6094,4.526,4.2034,3.9284,3.3994,3.3728,3.7819,3.111,3.2444,3.2195,3.2253,3.0775,2.9071,3.2033,2.4837,2.9581,2.4646,2.8443,2.3847,2.785,2.763,2.8664,3.2205,3.7389,2.9463,6.6515,6.4017,5.9977,6.9884,5.4342,5.421,3.8758,2.4561,2.7396,3.6554,3.2108,4.3762,4.4899,4.1329,4.3755,6.4112,5.9486,5.2153,4.3008,2.5479,3.8285,5.514,2.9203,2.588,2.8027,3.5302,3.6368,1.0549,1.4331,2.7084,4.592,3.1602,3.1793,3.3259,4.2072,4.3389,4.1539,2.8238,3.9515,5.7262,6.0807,3.358,3.3807,3.6873,3.9437,3.7366,3.2392,2.7713,3.0991,7.3352,3.4297,3.6635,4.6643,2.7211,6.6248,2.916,3.3153,2.4026,3.1231,3.8958
"257","2016-06-01",4.8456,4.2479,3.1921,3.4136,3.2689,2.8166,2.7207,3.5204,2.9077,3.16,4.1498,3.5392,3.7425,3.8069,2.7252,2.4971,2.7203,3.2947,2.96,2.6127,3.0781,2.717,3.9756,4.0145,2.7704,2.7659,5.9298,4.0793,4.4409,4.3134,5.3998,6.717,4.416,5.2808,4.4459,5.1073,3.0161,3.1842,2.9762,4.2236,4.5005,3.7182,3.9221,3.9839,3.3065,2.8546,2.8428,3.03,2.7218,0.9661,3.2499,3.0698,2.9288,2.9597,4.5432,4.5394,4.6842,5.1124,5.349,5.6186,4.6126,4.1556,3.9612,3.5074,3.37,3.8217,3.1131,3.216,3.2969,3.2222,3.0491,2.9039,3.2322,2.4319,2.9377,2.4804,1.0792,2.3831,2.7704,2.6689,2.9502,3.2546,3.7097,2.9339,6.7225,6.413,5.8853,6.9515,5.3244,5.2584,3.9558,2.4796,2.8062,3.6795,3.1653,4.4333,4.5066,4.1975,4.4985,6.2304,6.1318,5.2064,4.386,2.4881,3.8444,5.493,2.8714,2.5825,2.7363,3.5083,3.6538,1.0594,1.5171,2.7526,4.7607,3.2713,3.1569,3.3307,4.2272,4.4195,4.1943,2.8423,3.988,5.9379,6.0799,3.2482,3.4133,3.8292,3.9098,3.7308,3.2868,2.8183,3.1591,7.3803,3.4289,3.689,4.852,2.7357,6.5956,2.9044,3.3823,2.3411,3.1668,3.9009
"258","2016-07-01",4.9319,4.2795,3.2241,3.4293,3.3463,2.8643,2.8509,3.5763,2.9496,3.164,4.2174,3.5375,3.8695,3.8423,2.6819,2.4517,2.7366,3.2834,2.9397,2.6168,3.1478,2.7554,4.0066,4.115,2.8333,2.8089,5.9191,4.1462,4.467,4.3776,5.4016,6.7826,4.4813,5.3453,4.4411,5.2523,3.0937,3.1681,2.9189,4.2065,4.5374,3.8027,3.9738,4.0593,3.3755,2.8903,2.8125,3.0527,2.7643,1.0492,3.1984,3.0836,3.0375,2.9323,4.629,4.5621,4.6981,5.1535,5.3793,5.6988,4.614,4.2014,4.0314,3.5047,3.3925,3.8549,3.1385,3.2857,3.3777,3.2353,3.0918,2.9464,3.285,2.4859,2.8816,2.4235,1.0596,2.385,2.809,2.7339,2.9423,3.2661,3.7686,2.8352,6.9068,6.4871,6.1207,6.9118,5.4669,5.5119,3.9302,2.5682,2.827,3.724,3.2203,4.4592,4.5547,4.1808,4.486,6.3435,5.9192,5.34,4.4157,2.5299,3.8661,5.6125,2.8694,2.5502,2.7945,3.4576,3.7057,1.024,1.4418,2.7913,4.5345,3.2826,3.184,3.4148,4.3116,4.4702,4.1235,2.8237,3.9718,5.8619,6.168,3.3509,3.3834,3.8543,3.9332,3.8137,3.3417,2.8178,3.0688,7.5241,3.4418,3.7343,4.6839,2.7582,6.6925,2.9157,3.3671,2.3999,3.1811,3.9519
"259","2016-08-01",4.9511,4.3271,3.206,3.471,3.3028,2.7958,2.8305,3.5741,2.9435,3.1812,4.2425,3.5615,3.823,3.8357,2.6428,2.5043,2.8218,3.2521,2.8806,2.5775,3.0925,2.7212,4.078,4.0592,2.8317,2.783,5.9182,4.1107,4.4893,4.4261,5.4074,6.731,4.4152,5.2886,4.4463,5.1892,3.0771,3.2471,2.9305,4.2486,4.5585,3.8038,3.9854,4.0916,3.3515,2.832,2.9161,3.0647,2.7642,1.0532,3.2427,3.0315,2.9812,2.9515,4.6467,4.5874,4.6322,5.1808,5.4233,5.699,4.6754,4.2572,4.0203,3.5009,3.381,3.8586,3.0794,3.35,3.2586,3.2703,3.0587,2.9163,3.2749,2.506,2.9058,2.593,1.0831,2.3959,2.8229,2.752,2.9215,3.2787,3.7889,2.8352,7,6.4448,6.1078,7.0811,5.644,5.5661,3.9868,2.5429,2.7942,3.7271,3.2255,4.4608,4.5711,4.257,4.5018,6.4558,6.2149,5.3234,4.492,2.5879,3.8758,5.6582,2.9036,2.6146,2.838,3.5443,3.7251,1.1204,1.5364,2.7388,4.6074,3.3082,3.2154,3.3777,4.2939,4.4818,4.2041,2.8648,3.9481,5.7165,6.0265,3.3651,3.3854,3.8236,3.9456,3.7538,3.3075,2.8693,3.0953,7.1294,3.5082,3.8101,4.9091,2.7033,6.6994,2.8889,3.3503,2.3024,3.1013,3.9564
"260","2016-09-01",4.9374,4.361,3.2007,3.4723,3.2799,2.8097,2.8809,3.5309,2.9182,3.1849,4.2829,3.5843,3.8461,3.8863,2.8048,2.4756,2.7474,3.2727,2.9194,2.6015,3.0983,2.7778,4.0284,4.0656,2.866,2.809,5.8923,4.1168,4.4473,4.4268,5.4222,6.7653,4.5196,5.3297,4.4629,5.2204,3.1202,3.2371,2.8895,4.2575,4.5917,3.7718,4.0342,4.0238,3.3291,2.9103,2.8675,3.1003,2.7573,1.0352,3.2216,3.0566,2.9836,2.9479,4.6441,4.6735,4.719,5.213,5.3296,5.6786,4.6022,4.2403,3.9798,3.5107,3.4486,3.8416,3.1393,3.3166,3.258,3.2433,3.0265,2.9456,3.2496,2.5243,2.9172,2.5006,1.0616,2.3645,2.8224,2.7185,2.9411,3.2682,3.7939,2.781,7.126,6.4949,6.0863,6.9903,5.3385,5.4751,4.0085,2.5169,2.8075,3.7321,3.1861,4.4349,4.5577,4.2452,4.4986,6.7382,6.1078,5.2052,4.4683,2.5935,3.8578,5.5261,2.9141,2.6357,2.8273,3.4967,3.7498,1.0806,1.5387,2.7918,4.6004,3.3011,3.1963,3.438,4.3745,4.436,4.2563,2.8131,3.9676,5.829,5.9805,3.3013,3.406,3.8295,3.9923,3.9546,3.271,2.8621,3.1505,7.3464,3.5501,3.676,4.7805,2.7455,6.6201,2.9219,3.3622,2.3289,3.1849,3.9186
"261","2016-10-01",4.95,4.386,3.1917,3.4457,3.3136,2.7872,2.8194,3.5335,2.908,3.138,4.2041,3.5772,3.856,3.9098,2.6379,2.4514,2.7756,3.2502,3.0143,2.637,3.1398,2.7452,4.089,4.0936,2.8099,2.7782,5.9392,4.2041,4.4576,4.4574,5.4108,6.8454,4.5034,5.3495,4.4659,5.1539,2.9599,3.2734,2.9569,4.2451,4.5963,3.8946,4.0268,4.0701,3.2976,2.9307,2.8116,3.0984,2.7519,1.0672,3.1624,3.054,2.954,2.9026,4.7347,4.6887,4.6587,5.2058,5.3514,5.6714,4.6297,4.2464,3.9897,3.5537,3.3993,3.8476,3.1062,3.361,3.2814,3.2639,3.0119,2.9258,3.2849,2.4463,2.9167,2.4853,1.0422,2.4287,2.8209,2.7239,2.9558,3.296,3.7795,2.7991,6.7548,6.4569,6.1179,6.8938,5.4506,5.3672,3.998,2.4518,2.8119,3.7332,3.22,4.4756,4.5754,4.2193,4.4958,6.3077,6.0991,5.3521,4.3954,2.4959,3.8807,5.6175,2.8451,2.6011,2.8693,3.5234,3.7709,1.0647,1.5417,2.7729,4.7381,3.3788,3.1483,3.4058,4.4151,4.451,4.2693,2.8147,3.9718,6.0885,6.0561,3.3506,3.3263,3.8081,4.0067,3.8377,3.3643,2.8616,3.0866,7.3811,3.538,3.6836,4.8064,2.7516,6.5207,2.9736,3.36,2.3586,3.1241,3.9507
